Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
fastqc | CL08	(0.0, 0.008877586348449104)	(1.0, 0.004750627188512076)	(2.0, 0.0005541080963638877)	(3.0, 0.0005525271888136341)	(4.0, 0.0006205062134745391)	(5.0, 0.0006122064488357077)	(6.0, 0.0005604317265649021)	(7.0, 0.0005892832893570304)	(8.0, 0.0006659573055443302)	(9.0, 0.000794010817114872)	(10.0, 0.0010864787139117885)	(11.0, 0.0015552178025619815)	(12.0, 0.0018725849932753925)	(13.0, 0.0023025918469443724)	(14.0, 0.0034558639048543754)	(15.0, 0.0047913355579311066)	(16.0, 0.006050528421708101)	(17.0, 0.008585513678539753)	(18.0, 0.013512412058905106)	(19.0, 0.019593372950955586)	(20.0, 0.025128525511281013)	(21.0, 0.03486493988640539)	(22.0, 0.052513006096773916)	(23.0, 0.0702835926422871)	(24.0, 0.08265221808858372)	(25.0, 0.10781512833908276)	(26.0, 0.15083557505035894)	(27.0, 0.19087719671006972)	(28.0, 0.21981531419057437)	(29.0, 0.2767987316125779)	(30.0, 0.3704299574107854)	(31.0, 0.47337549526819944)	(32.0, 0.5556522478135979)	(33.0, 0.6702625120305583)	(34.0, 0.8665570836884595)	(35.0, 1.080726186563303)	(36.0, 1.2289829061723108)	(37.0, 1.4074586736044161)	(38.0, 1.6299137081770265)	(39.0, 1.864755943859649)	(40.0, 2.066553654699983)	(41.0, 2.221420148776601)	(42.0, 2.4334585835005904)	(43.0, 2.5646276686257945)	(44.0, 2.5916623734157938)	(45.0, 2.6320644419969628)	(46.0, 2.7186167590120216)	(47.0, 2.838462989035422)	(48.0, 2.9193520999785854)	(49.0, 2.9070854430692803)	(50.0, 2.8470125370671937)	(51.0, 2.8120906845089793)	(52.0, 2.8016472092320037)	(53.0, 2.8022665297648155)	(54.0, 2.852448882905628)	(55.0, 3.1379204733388977)	(56.0, 3.364294577728586)	(57.0, 3.5971579123851787)	(58.0, 3.8747261507478425)	(59.0, 3.720998700561182)	(60.0, 3.530720667812658)	(61.0, 3.449479804939564)	(62.0, 3.236094041755871)	(63.0, 2.6837352195963384)	(64.0, 2.1519451903462685)	(65.0, 2.0674729524404554)	(66.0, 1.7861461063770636)	(67.0, 1.5460327296950083)	(68.0, 1.4904776622446587)	(69.0, 1.2701841235201328)	(70.0, 0.9442037532460528)	(71.0, 0.5938746401098544)	(72.0, 0.4716368921898081)	(73.0, 0.43772603000998067)	(74.0, 0.4006225250324162)	(75.0, 0.3445611719390981)	(76.0, 0.298474555034105)	(77.0, 0.2730515854915893)	(78.0, 0.311213112847161)	(79.0, 0.41261805629685294)	(80.0, 0.4499452596927783)	(81.0, 0.3663211786876763)	(82.0, 0.23850717461099785)	(83.0, 0.28933177144410094)	(84.0, 0.3928492026078192)	(85.0, 0.44109257263824575)	(86.0, 0.31568629076060356)	(87.0, 0.15773228423834026)	(88.0, 0.1746061009759721)	(89.0, 0.17028152837225335)	(90.0, 0.09561921704265135)	(91.0, 0.020728859798925237)	(92.0, 0.010944227743518128)	(93.0, 0.008189891564088787)	(94.0, 0.004960887892695805)	(95.0, 0.00332622948573358)	(96.0, 0.002855909489533133)	(97.0, 0.0026195638107702197)	(98.0, 0.002522337996429623)	(99.0, 0.003087512445645286)	(100.0, 0.0035712701560228883)
fastqc | CL10	(0.0, 0.006609787808392886)	(1.0, 0.003472734065823174)	(2.0, 0.0003068418075100363)	(3.0, 0.0003062650371951678)	(4.0, 0.00033510355293859227)	(5.0, 0.00035529051395898943)	(6.0, 0.0003945108953700467)	(7.0, 0.00046372333315426533)	(8.0, 0.0005185165130667719)	(9.0, 0.0006725141871366585)	(10.0, 0.0010226137682618314)	(11.0, 0.0014817229388971488)	(12.0, 0.0017626100822381032)	(13.0, 0.002204416143427366)	(14.0, 0.003497535189362519)	(15.0, 0.005199007618224562)	(16.0, 0.006624207066264599)	(17.0, 0.00931945474764505)	(18.0, 0.015126955048055868)	(19.0, 0.022543067756634904)	(20.0, 0.029055381381815015)	(21.0, 0.04067730322641507)	(22.0, 0.06296024757104429)	(23.0, 0.08653631096160866)	(24.0, 0.10392189856268953)	(25.0, 0.13717386075548768)	(26.0, 0.19655294144151353)	(27.0, 0.25904888890908867)	(28.0, 0.30694389585576803)	(29.0, 0.3910075924775354)	(30.0, 0.5305519792271327)	(31.0, 0.6764846739842132)	(32.0, 0.7837668364013265)	(33.0, 0.9264788457201814)	(34.0, 1.1581536387152969)	(35.0, 1.3806243310257407)	(36.0, 1.5161307488009435)	(37.0, 1.6605165455735469)	(38.0, 1.8418715892182758)	(39.0, 2.017474502512821)	(40.0, 2.1490848368110873)	(41.0, 2.2718498215605303)	(42.0, 2.506298879770163)	(43.0, 2.606788994959385)	(44.0, 2.5819590329042965)	(45.0, 2.6877444763543266)	(46.0, 2.8110625838357284)	(47.0, 2.85050386827738)	(48.0, 2.849467988791876)	(49.0, 2.8004800020985208)	(50.0, 2.8238899556384034)	(51.0, 2.875546658578655)	(52.0, 2.89078839091937)	(53.0, 2.8936935829953625)	(54.0, 2.9237387022374914)	(55.0, 3.115806100940273)	(56.0, 3.2454046603802778)	(57.0, 3.3882677835216284)	(58.0, 3.4541257251545723)	(59.0, 3.2535088600744952)	(60.0, 3.1116810396483334)	(61.0, 2.955906336238337)	(62.0, 2.777363624648907)	(63.0, 2.447825905248796)	(64.0, 2.1243027466921327)	(65.0, 2.0214501802932094)	(66.0, 1.6472329484518107)	(67.0, 1.4643431189992169)	(68.0, 1.5175403754504821)	(69.0, 1.2875266809621881)	(70.0, 0.8827821498954298)	(71.0, 0.643474378553345)	(72.0, 0.6375584454337389)	(73.0, 0.5622403170963223)	(74.0, 0.5084259164081476)	(75.0, 0.5217648834801112)	(76.0, 0.5789141701288555)	(77.0, 0.535076165576961)	(78.0, 0.37821251981249293)	(79.0, 0.34977312912695746)	(80.0, 0.3846740776499646)	(81.0, 0.33404806326238295)	(82.0, 0.20988441049938378)	(83.0, 0.1487548319077321)	(84.0, 0.16140917261594673)	(85.0, 0.18119297118625077)	(86.0, 0.14631220962426403)	(87.0, 0.0825635170327945)	(88.0, 0.07531409094521246)	(89.0, 0.07036309456238135)	(90.0, 0.04184410957339403)	(91.0, 0.013757702320558073)	(92.0, 0.008194752633651495)	(93.0, 0.006173172680037441)	(94.0, 0.003400061006149744)	(95.0, 0.002014081939520764)	(96.0, 0.0015636243236084744)	(97.0, 0.0014009750948155604)	(98.0, 0.0013381071304948951)	(99.0, 0.0018750802936374586)	(100.0, 0.00236706537222028)
fastqc | CL11	(0.0, 0.009962686277217607)	(1.0, 0.005242543287858242)	(2.0, 0.00048531969275991633)	(3.0, 0.0005131301470641362)	(4.0, 0.0005774759040817431)	(5.0, 0.0006363686308436205)	(6.0, 0.0007154375695516968)	(7.0, 0.0008964781740419129)	(8.0, 0.0010671580210462428)	(9.0, 0.001391068018236569)	(10.0, 0.002087965284918786)	(11.0, 0.0030853245186916924)	(12.0, 0.0037451411796349493)	(13.0, 0.004755587686021607)	(14.0, 0.0071102061504455605)	(15.0, 0.009591880219828009)	(16.0, 0.011852706563853416)	(17.0, 0.01660774894684945)	(18.0, 0.0263681278015795)	(19.0, 0.039718781776681776)	(20.0, 0.05204263015463022)	(21.0, 0.0723251761908157)	(22.0, 0.1110662296426452)	(23.0, 0.15653032409676348)	(24.0, 0.19471298725040628)	(25.0, 0.27140985779724025)	(26.0, 0.4039861105866356)	(27.0, 0.5251000937784878)	(28.0, 0.6137538237670597)	(29.0, 0.7598584993178941)	(30.0, 0.9762778188042567)	(31.0, 1.1728601048263272)	(32.0, 1.3020832893114744)	(33.0, 1.4536257266333223)	(34.0, 1.6755902325867364)	(35.0, 1.8830693089688304)	(36.0, 2.0015761983954183)	(37.0, 2.1016731123756385)	(38.0, 2.2275006949205434)	(39.0, 2.3492963068943618)	(40.0, 2.452274056758683)	(41.0, 2.520967514799183)	(42.0, 2.626547996004565)	(43.0, 2.6694797032079225)	(44.0, 2.648372113694045)	(45.0, 2.7070358131851817)	(46.0, 2.7876103335468647)	(47.0, 2.889037786909483)	(48.0, 2.96318700172084)	(49.0, 2.7870862973392896)	(50.0, 2.630765369604346)	(51.0, 2.6318516132312872)	(52.0, 2.588131397852951)	(53.0, 2.5423744756741002)	(54.0, 2.521634420399459)	(55.0, 2.6572278348293494)	(56.0, 2.746178754966859)	(57.0, 2.925676151894703)	(58.0, 3.137629984904649)	(59.0, 2.917504786056493)	(60.0, 2.6978283715983826)	(61.0, 2.71004152346214)	(62.0, 2.6408060342142203)	(63.0, 2.1420860649038747)	(64.0, 1.6596237599979604)	(65.0, 1.5986332524967042)	(66.0, 1.34163902548351)	(67.0, 1.180877695211326)	(68.0, 1.2062719118092324)	(69.0, 1.0898000932740826)	(70.0, 0.8431622613225698)	(71.0, 0.5150861490168664)	(72.0, 0.40225804529859494)	(73.0, 0.3820158516863019)	(74.0, 0.37019695391003404)	(75.0, 0.3855281484740172)	(76.0, 0.39650673428787725)	(77.0, 0.3495130648470268)	(78.0, 0.3309476780383705)	(79.0, 0.3853498343846548)	(80.0, 0.4207547239260291)	(81.0, 0.35206562830973376)	(82.0, 0.21445895510942803)	(83.0, 0.23268461813315236)	(84.0, 0.3138922353075257)	(85.0, 0.3385590176693176)	(86.0, 0.226106627735666)	(87.0, 0.10750594618867948)	(88.0, 0.1270725093522877)	(89.0, 0.12347132817140401)	(90.0, 0.06809526062144641)	(91.0, 0.013954849727437098)	(92.0, 0.007614066146074956)	(93.0, 0.005886546161059884)	(94.0, 0.003909822693357977)	(95.0, 0.0028732016417438192)	(96.0, 0.0025705584625508376)	(97.0, 0.0023175378586849935)	(98.0, 0.0019952637705713864)	(99.0, 0.0022008430112123844)	(100.0, 0.0025149375539423977)
fastqc | CL12	(0.0, 0.010361600364830565)	(1.0, 0.005471521343730672)	(2.0, 0.0005010414153805529)	(3.0, 0.0005111580858292571)	(4.0, 0.0006022081198675934)	(5.0, 0.0006373502382683549)	(6.0, 0.0007108292131063105)	(7.0, 0.0008663064642127096)	(8.0, 0.0009946284420094293)	(9.0, 0.0012768303018943316)	(10.0, 0.0019823349516065875)	(11.0, 0.002965781810488502)	(12.0, 0.003547756589458687)	(13.0, 0.004439088501623454)	(14.0, 0.006665820913017155)	(15.0, 0.00901555073881352)	(16.0, 0.01094943216353421)	(17.0, 0.014652133547759889)	(18.0, 0.02236156888601178)	(19.0, 0.031967613705225974)	(20.0, 0.04045124056097342)	(21.0, 0.055618791845277814)	(22.0, 0.08515467744843898)	(23.0, 0.1160563135621752)	(24.0, 0.13803557879649384)	(25.0, 0.18704818483876792)	(26.0, 0.2761797786862264)	(27.0, 0.3640265553866995)	(28.0, 0.4312305322647616)	(29.0, 0.5580307498434605)	(30.0, 0.7600420227322011)	(31.0, 0.9571813201153816)	(32.0, 1.0963930949656222)	(33.0, 1.2680543565082505)	(34.0, 1.5327953756550292)	(35.0, 1.7837383212224542)	(36.0, 1.9345635012914677)	(37.0, 2.0773986415313623)	(38.0, 2.2551762290447415)	(39.0, 2.4362667599019017)	(40.0, 2.579839352171873)	(41.0, 2.6689906469038895)	(42.0, 2.779194200383319)	(43.0, 2.827683401843958)	(44.0, 2.8193930566394148)	(45.0, 2.8125264996864416)	(46.0, 2.8312386128221685)	(47.0, 2.9003434588319084)	(48.0, 2.9458306714509783)	(49.0, 2.8592016223987256)	(50.0, 2.7397285365065858)	(51.0, 2.6936455052437207)	(52.0, 2.6640366731220606)	(53.0, 2.6681924948511204)	(54.0, 2.7123869034781145)	(55.0, 2.891969517982078)	(56.0, 3.0113760468317925)	(57.0, 3.217255615026314)	(58.0, 3.45313377338294)	(59.0, 3.2735697948508555)	(60.0, 3.0777754821810133)	(61.0, 2.9827261685774022)	(62.0, 2.786929193625863)	(63.0, 2.265945158509217)	(64.0, 1.7670958658779965)	(65.0, 1.690792742615834)	(66.0, 1.4586944918126479)	(67.0, 1.261164903932683)	(68.0, 1.2041255185738715)	(69.0, 1.0677538658380197)	(70.0, 0.8179759347412139)	(71.0, 0.4887145186669768)	(72.0, 0.37398881349697594)	(73.0, 0.3317735450835521)	(74.0, 0.2823850248656578)	(75.0, 0.23383672075134532)	(76.0, 0.20216195803279235)	(77.0, 0.1821176391358732)	(78.0, 0.1847996217174586)	(79.0, 0.2175100120161552)	(80.0, 0.22825657831437593)	(81.0, 0.18152608014279373)	(82.0, 0.11120510385385189)	(83.0, 0.12465495098723423)	(84.0, 0.16526220125565344)	(85.0, 0.1704403391563717)	(86.0, 0.11049800183512141)	(87.0, 0.046563839337348284)	(88.0, 0.049450817609604784)	(89.0, 0.046440841922945626)	(90.0, 0.02593328601074371)	(91.0, 0.008187048674698601)	(92.0, 0.004639292085239914)	(93.0, 0.003458836380777973)	(94.0, 0.0022027718761204545)	(95.0, 0.0015494479476699354)	(96.0, 0.0013753347246843446)	(97.0, 0.0012789601272519535)	(98.0, 0.0012592592426939509)	(99.0, 0.0017991699708511035)	(100.0, 0.002291692084801169)
fastqc | CL13	(0.0, 0.07420232575884962)	(1.0, 0.03811974767834246)	(2.0, 0.001780448605604024)	(3.0, 0.0016266373214654537)	(4.0, 0.0017284404735571693)	(5.0, 0.001765510099590566)	(6.0, 0.001798706779620473)	(7.0, 0.0018980201807099455)	(8.0, 0.0020161450338163655)	(9.0, 0.002208132499989329)	(10.0, 0.0027727526994980006)	(11.0, 0.0038284071244490507)	(12.0, 0.0045620537531100005)	(13.0, 0.005734449836166223)	(14.0, 0.008981085143091148)	(15.0, 0.012954451103670795)	(16.0, 0.016542735575903515)	(17.0, 0.02422749036382679)	(18.0, 0.04125379091216595)	(19.0, 0.06751485456682481)	(20.0, 0.09322319349898571)	(21.0, 0.12479876898743246)	(22.0, 0.187492635696914)	(23.0, 0.2633464962872515)	(24.0, 0.3210614142702474)	(25.0, 0.4262102384309771)	(26.0, 0.6006269785031109)	(27.0, 0.7517789319322852)	(28.0, 0.8589804174748641)	(29.0, 1.0186013972576682)	(30.0, 1.2366604293701198)	(31.0, 1.4270580512086508)	(32.0, 1.5451569002490473)	(33.0, 1.6715283619528967)	(34.0, 1.8515143983780478)	(35.0, 2.017687296242755)	(36.0, 2.119541626549516)	(37.0, 2.2056792653351183)	(38.0, 2.321655739965603)	(39.0, 2.448444373281828)	(40.0, 2.543174419415171)	(41.0, 2.6285349792490735)	(42.0, 2.7996663545542475)	(43.0, 2.826949599314827)	(44.0, 2.731960895716251)	(45.0, 2.745320899594287)	(46.0, 2.838054995340832)	(47.0, 2.783244510221453)	(48.0, 2.6734586631385455)	(49.0, 2.604434466186361)	(50.0, 2.5359571845376694)	(51.0, 2.538194917410685)	(52.0, 2.5488067894602455)	(53.0, 2.534853394926675)	(54.0, 2.507357138135903)	(55.0, 2.6544635228254325)	(56.0, 2.782318876126619)	(57.0, 2.844705950184824)	(58.0, 2.89755893773844)	(59.0, 2.730396778808842)	(60.0, 2.5709235242521706)	(61.0, 2.6368031656885225)	(62.0, 2.5626193747426895)	(63.0, 2.0869726404111746)	(64.0, 1.7157540856447402)	(65.0, 1.5874765812291736)	(66.0, 1.3108243023079347)	(67.0, 1.1566658362240518)	(68.0, 1.1191723992422737)	(69.0, 0.9601005478749641)	(70.0, 0.7122284073446536)	(71.0, 0.5040689018561207)	(72.0, 0.4589808944005005)	(73.0, 0.42490920521280495)	(74.0, 0.357888151261425)	(75.0, 0.3204583412497041)	(76.0, 0.3269247778805298)	(77.0, 0.30376705053066677)	(78.0, 0.25023104128543566)	(79.0, 0.21610734396569328)	(80.0, 0.20518148665085006)	(81.0, 0.17578831623536945)	(82.0, 0.11632669960479988)	(83.0, 0.07364545145134792)	(84.0, 0.06398798395264742)	(85.0, 0.05349617322919524)	(86.0, 0.03638107156177607)	(87.0, 0.022728936899476727)	(88.0, 0.017699363235945533)	(89.0, 0.015991394048406805)	(90.0, 0.012839922557567615)	(91.0, 0.010486831221447692)	(92.0, 0.009520254554576892)	(93.0, 0.008535972991690144)	(94.0, 0.006871989405191044)	(95.0, 0.005827400540249964)	(96.0, 0.0054290403798910765)	(97.0, 0.005190577561676243)	(98.0, 0.005776775603204355)	(99.0, 0.0052779954857549985)	(100.0, 0.004163416953750864)
fastqc | HS01	(0.0, 0.008474924240331179)	(1.0, 0.004537510642475179)	(2.0, 0.0005418231580549193)	(3.0, 0.0005604212069584062)	(4.0, 0.0006372931424261522)	(5.0, 0.0006806885898676218)	(6.0, 0.00074970801579834)	(7.0, 0.0008307128510224163)	(8.0, 0.0008935329273186389)	(9.0, 0.0010332249390826074)	(10.0, 0.0014498212345207147)	(11.0, 0.0020664498781652147)	(12.0, 0.0024123735877700715)	(13.0, 0.003038507900854132)	(14.0, 0.004856570503663888)	(15.0, 0.007038328285030721)	(16.0, 0.008991949999848115)	(17.0, 0.01289588710967784)	(18.0, 0.020964547303961738)	(19.0, 0.03095211285510985)	(20.0, 0.040003576611449126)	(21.0, 0.05676992434293041)	(22.0, 0.08894206920610902)	(23.0, 0.12845920351623805)	(24.0, 0.16321523730707443)	(25.0, 0.22853158505612053)	(26.0, 0.34252894574500714)	(27.0, 0.4593114675796849)	(28.0, 0.5484928316816854)	(29.0, 0.6896710341980303)	(30.0, 0.9077356373312685)	(31.0, 1.1161482663735725)	(32.0, 1.2638667827543102)	(33.0, 1.4313190688915747)	(34.0, 1.6672568103110394)	(35.0, 1.8959528847774618)	(36.0, 2.040108428278267)	(37.0, 2.171639616183386)	(38.0, 2.3441600772918383)	(39.0, 2.46625626834323)	(40.0, 2.5169628154536476)	(41.0, 2.644337546073825)	(42.0, 3.035033785318961)	(43.0, 3.141522907020522)	(44.0, 2.9272547856034485)	(45.0, 2.941281847376434)	(46.0, 3.011826726607214)	(47.0, 2.8587015507652445)	(48.0, 2.7514337907495907)	(49.0, 2.6656141273093894)	(50.0, 2.5813281829687624)	(51.0, 2.6303348684094017)	(52.0, 2.671785786515518)	(53.0, 2.6948167836976444)	(54.0, 2.6858178077682107)	(55.0, 2.8340446708189773)	(56.0, 2.9538553683051183)	(57.0, 2.8372150182220586)	(58.0, 2.6533369352932343)	(59.0, 2.5164499225938872)	(60.0, 2.423310893685225)	(61.0, 2.2937225819555573)	(62.0, 2.2513938359411965)	(63.0, 2.0981723635349048)	(64.0, 1.8913360224596651)	(65.0, 1.670189929268107)	(66.0, 1.3084120029079909)	(67.0, 1.2412184920896197)	(68.0, 1.2542218345929619)	(69.0, 1.0417002766129142)	(70.0, 0.7225073360520512)	(71.0, 0.6232383902247993)	(72.0, 0.6931844122808869)	(73.0, 0.6854591960563541)	(74.0, 0.588055427889134)	(75.0, 0.5219988777937292)	(76.0, 0.5802917756968674)	(77.0, 0.5164537661906606)	(78.0, 0.36060252966941575)	(79.0, 0.31668922988847803)	(80.0, 0.3285188288610226)	(81.0, 0.2763327036378383)	(82.0, 0.15871368289247934)	(83.0, 0.08123999722021162)	(84.0, 0.07187484637236687)	(85.0, 0.07593790012281532)	(86.0, 0.06545975937059079)	(87.0, 0.03977378738499716)	(88.0, 0.030781010805197774)	(89.0, 0.026828718768218986)	(90.0, 0.016629548749546752)	(91.0, 0.007474349209323582)	(92.0, 0.004838385744736034)	(93.0, 0.003995274194444626)	(94.0, 0.0026194318655622267)	(95.0, 0.0016663851817524291)	(96.0, 0.001308476062854214)	(97.0, 0.0011708505009684108)	(98.0, 0.0013035165831466176)	(99.0, 0.0019937108424537995)	(100.0, 0.0024483298156501463)
fastqc | HS02	(0.0, 0.030072820897893274)	(1.0, 0.016927129585158397)	(2.0, 0.0031547194525991364)	(3.0, 0.0026296663963839063)	(4.0, 0.0027317722715238337)	(5.0, 0.0027326524945853847)	(6.0, 0.0026186636081145177)	(7.0, 0.0025024741639897725)	(8.0, 0.002513917063789937)	(9.0, 0.0029456664754807507)	(10.0, 0.0037149814312764104)	(11.0, 0.004845187842308021)	(12.0, 0.005721890011612915)	(13.0, 0.007228831892988395)	(14.0, 0.0114803092802802)	(15.0, 0.01671499582732458)	(16.0, 0.021454116790715697)	(17.0, 0.03163609705520803)	(18.0, 0.05310297708031621)	(19.0, 0.07982434867135368)	(20.0, 0.10432623781269006)	(21.0, 0.1465421759562115)	(22.0, 0.22296402238313942)	(23.0, 0.30951723624852046)	(24.0, 0.3792423456231676)	(25.0, 0.4948807701113816)	(26.0, 0.6814981817254223)	(27.0, 0.8522077620595808)	(28.0, 0.9674747324158203)	(29.0, 1.1293961657034526)	(30.0, 1.3518030068886302)	(31.0, 1.5521822659584914)	(32.0, 1.6886934199052666)	(33.0, 1.82514119779161)	(34.0, 2.018103697344842)	(35.0, 2.196153897900806)	(36.0, 2.303332938655983)	(37.0, 2.4025952531955697)	(38.0, 2.5340596482189413)	(39.0, 2.6443705226271175)	(40.0, 2.7060503932191877)	(41.0, 2.757542562096865)	(42.0, 2.8583743143551974)	(43.0, 2.915263570934776)	(44.0, 2.898637477636668)	(45.0, 2.913103503541729)	(46.0, 2.9136998546659303)	(47.0, 2.894591532334248)	(48.0, 2.969072486910456)	(49.0, 2.8569179852998614)	(50.0, 2.6348667542315503)	(51.0, 2.587938101816484)	(52.0, 2.5654897730777466)	(53.0, 2.4635599425501296)	(54.0, 2.3912835066315763)	(55.0, 2.5508186551993437)	(56.0, 2.666794205120132)	(57.0, 2.7160426854139157)	(58.0, 2.700659467078718)	(59.0, 2.474258173640221)	(60.0, 2.3327139042274974)	(61.0, 2.4206209011615436)	(62.0, 2.3380528972073353)	(63.0, 1.8547083305406422)	(64.0, 1.4950487474793328)	(65.0, 1.4359395683385225)	(66.0, 1.273020842322153)	(67.0, 1.0843151014945822)	(68.0, 0.9709472123936392)	(69.0, 0.8742833163317516)	(70.0, 0.682365641552581)	(71.0, 0.4236165907136124)	(72.0, 0.3285476588392552)	(73.0, 0.2773204371031044)	(74.0, 0.2183723387825581)	(75.0, 0.18455548909235725)	(76.0, 0.17676463477456847)	(77.0, 0.1566079667765791)	(78.0, 0.1347361841431574)	(79.0, 0.131766311533484)	(80.0, 0.1287585893321639)	(81.0, 0.1122544069280808)	(82.0, 0.08209356372403241)	(83.0, 0.06331752559808594)	(84.0, 0.06122391504618665)	(85.0, 0.051679216278257306)	(86.0, 0.034081796831727754)	(87.0, 0.021233620913797147)	(88.0, 0.017671798295230627)	(89.0, 0.016542472107260564)	(90.0, 0.012645284502243078)	(91.0, 0.009386258616850137)	(92.0, 0.008020592536853608)	(93.0, 0.007185700962972391)	(94.0, 0.006125032173803317)	(95.0, 0.005478068223563261)	(96.0, 0.0052848592615527944)	(97.0, 0.005431416401301053)	(98.0, 0.005975834364870407)	(99.0, 0.004536669659234361)	(100.0, 0.002765660859393551)
fastqc | HS03	(0.0, 0.006160485724248207)	(1.0, 0.0034414044680362668)	(2.0, 0.0006655860147958715)	(3.0, 0.0007168451376284753)	(4.0, 0.0008244501664755445)	(5.0, 0.0008831438185739459)	(6.0, 0.0010048353239246312)	(7.0, 0.001159786565464411)	(8.0, 0.0012619135201156293)	(9.0, 0.0014962968374952455)	(10.0, 0.0020961459619409074)	(11.0, 0.0030047236964241605)	(12.0, 0.003586573434226313)	(13.0, 0.004631711732591846)	(14.0, 0.007370357539503253)	(15.0, 0.010692026957258781)	(16.0, 0.013811007629767828)	(17.0, 0.02023209316933294)	(18.0, 0.03291892171590939)	(19.0, 0.04807753559785652)	(20.0, 0.06140373366129155)	(21.0, 0.08661304852856892)	(22.0, 0.1346404988766348)	(23.0, 0.1925433518357637)	(24.0, 0.24272329405178494)	(25.0, 0.3332304707515758)	(26.0, 0.49404286038990175)	(27.0, 0.6637426428289677)	(28.0, 0.7939998997668939)	(29.0, 0.9882629756091407)	(30.0, 1.2785257801145469)	(31.0, 1.547637740149773)	(32.0, 1.7325063100371498)	(33.0, 1.942205033799248)	(34.0, 2.2329111710235043)	(35.0, 2.4839611378529822)	(36.0, 2.630286368989367)	(37.0, 2.759887039605819)	(38.0, 2.91029226214507)	(39.0, 3.013880688733539)	(40.0, 3.0599062942540356)	(41.0, 3.1245244835952493)	(42.0, 3.331795246615544)	(43.0, 3.3441514342552994)	(44.0, 3.1653510054128695)	(45.0, 3.0980454293875765)	(46.0, 3.05570578521886)	(47.0, 2.9274902847919297)	(48.0, 2.8759729098900935)	(49.0, 2.735432916395541)	(50.0, 2.5303584698367687)	(51.0, 2.4997012101817178)	(52.0, 2.483356984527383)	(53.0, 2.4283778580247826)	(54.0, 2.3631379072623395)	(55.0, 2.456916276839081)	(56.0, 2.545771422877809)	(57.0, 2.510816222725099)	(58.0, 2.4111430540226078)	(59.0, 2.237520579168299)	(60.0, 2.0998076632498197)	(61.0, 2.024787784883727)	(62.0, 1.945029763629237)	(63.0, 1.67067215626047)	(64.0, 1.4145537969267878)	(65.0, 1.2969645865667667)	(66.0, 1.0918435763773295)	(67.0, 1.033305266811482)	(68.0, 0.9894004585868078)	(69.0, 0.823401506558053)	(70.0, 0.5834552048325505)	(71.0, 0.4063498486627222)	(72.0, 0.39261162116155646)	(73.0, 0.3683140143568743)	(74.0, 0.30661368210697876)	(75.0, 0.284539390843784)	(76.0, 0.32325802796904346)	(77.0, 0.2706438643549945)	(78.0, 0.16831969903272548)	(79.0, 0.1375043578080228)	(80.0, 0.13795825538425044)	(81.0, 0.11295045538917757)	(82.0, 0.063626266620751)	(83.0, 0.034642167341518454)	(84.0, 0.031798264251843913)	(85.0, 0.03185069724771849)	(86.0, 0.02560373620937863)	(87.0, 0.014718802782223104)	(88.0, 0.011122447072647059)	(89.0, 0.009438330548436928)	(90.0, 0.005781716022706523)	(91.0, 0.002973420415305013)	(92.0, 0.0021341011902978736)	(93.0, 0.001958802816030648)	(94.0, 0.0015651640559573696)	(95.0, 0.0011100926066877645)	(96.0, 0.0009124906446231466)	(97.0, 0.0008381453519651715)	(98.0, 0.0010830935267224996)	(99.0, 0.0017099417311334266)	(100.0, 0.0020394087649124523)
